x [cm],rho [g/cm^3]
0.0126888217522659,0.983606557377049
0.0912386706948641,0.983606557377049
0.116616314199396,0.983606557377049
0.128700906344411,0.95081967213115
0.137160120845922,1.08196721311475
0.144410876132931,1.34426229508197
0.155287009063444,1.50819672131148
0.170996978851964,1.40983606557377
0.190332326283988,1.27868852459016
0.21570996978852,1.14754098360656
0.236253776435045,1.21311475409836
0.250755287009063,1.31147540983607
0.261631419939577,1.37704918032787
0.266465256797583,1.34426229508197
0.270090634441088,1.40983606557377
0.273716012084592,1.11475409836066
0.276132930513595,1.04918032786885
0.278549848942598,3.54098360655738
0.280966767371601,8.98360655737705
0.282175226586103,10.4590163934426
0.283383685800604,11.9016393442623
0.284592145015106,12.5901639344262
0.289425981873112,11.5409836065574
0.294259818731118,10.327868852459
0.299093655589124,8.45901639344262
0.302719033232628,6.39344262295082
0.309969788519638,3.9672131147541
0.317220543806647,2.78688524590164
0.326888217522659,2.13114754098361
0.341389728096677,1.60655737704918
0.354682779456193,1.18032786885246
0.366767371601209,0.983606557377049
0.384894259818731,0.95081967213115
0.403021148036254,0.983606557377049
0.422356495468278,0.983606557377049
0.593957703927493,0.983606557377049
0.614501510574018,0.95081967213115
0.630211480362538,0.95081967213115
0.638670694864048,1.04918032786885
0.645921450151057,1.21311475409836
0.65558912386707,1.50819672131148
0.670090634441088,2.0327868852459
0.678549848942598,2.59016393442623
0.68821752265861,3.70491803278689
0.691842900302115,4.81967213114754
0.695468277945619,6
0.699093655589124,7.9672131147541
0.701510574018127,9.18032786885246
0.702719033232628,10.0655737704918
0.706344410876133,10.8524590163934
0.708761329305136,11.5081967213115
0.711178247734139,12.0655737704918
0.713595166163142,12.8196721311475
0.716012084592145,12.327868852459
0.718429003021148,8.36065573770492
0.71963746223565,6.13114754098361
0.722054380664653,1.9344262295082
0.724471299093656,1.34426229508197
0.72809667673716,1.40983606557377
0.741389728096677,1.34426229508197
0.760725075528701,1.21311475409836
0.781268882175227,1.14754098360656
0.803021148036254,1.24590163934426
0.827190332326284,1.37704918032787
0.848942598187311,1.47540983606558
0.858610271903323,1.24590163934426
0.867069486404834,0.983606557377049
0.873111782477341,0.95081967213115
0.882779456193353,1.01639344262295
0.926283987915408,1.01639344262295
0.979456193353474,1.01639344262295
