# R [h^-1 Mpc], S [keV h^-2 cm^2]
0.023656128029452744, 197.30575971432492
0.024515266555991365, 199.37588425081265
0.025405607103708764, 201.58458343126222
0.026328282861369703, 203.7389767794876
0.02728446817266185, 205.99601058640653
0.028275380030852074, 208.15731290495506
0.029302279627725258, 207.75536795372992
0.030366473958777382, 206.5142643272681
0.03146931748670533, 205.2805748929248
0.03261221386531146, 203.9753900048567
0.03379661772601604, 202.7960607999093
0.03502403652925248, 201.62355014975722
0.036296032483100586, 200.7292183648817
0.037614224531600855, 199.87748278933032
0.03898029041527962, 199.0678340926805
0.04039596880650811, 198.26146506016715
0.04186306152241299, 197.4202006721108
0.04338343581815498, 196.65851290129496
0.04495902676349428, 196.6205057493216
0.04659183970566755, 196.6205057493216
0.048283952821711475, 196.6205057493216
0.05003751976348054, 196.6205057493216
0.05185477239872673, 196.5825059427901
0.053738023651728514, 196.848658892489
0.05568967044708582, 197.72570117807027
0.05771219676042677, 198.60665105019555
0.05980817677990957, 199.53008804491353
0.061980278182543105, 200.41907720768307
0.06423126552949635, 201.3120271852814
0.06656400378471788, 201.70150618524664
0.06898146196134392, 201.70150618524664
0.07148671690053612, 201.70150618524664
0.07408295718755786, 201.70150618524664
0.07677348721007463, 201.70150618524664
0.07956173136384204, 202.32624052608202
0.08245123841113604, 204.44903975654947
0.0854456859974711, 206.7538979216158
0.08854888533235596, 208.92315196529785
0.09176478604004407, 211.27844907626476
0.09509748118645256, 213.57772063716527
0.09855121248864795, 215.19376395107116
0.10213037571352886, 216.1107666160845
0.10583952627257691, 216.94779586869444
0.10968338501979692, 217.87227296936706
0.11366684426022514, 218.75840307998902
0.11779497397665378, 219.7330623482146
0.1220730282824961, 222.59710741005512
0.12650645210900544, 226.45939705661849
0.1311008881353594, 230.34417540905585
0.13586218397042943, 234.3408846843013
0.1407963995953765, 238.36086534195974
0.14590981507654527, 242.54354757507133
0.151208938558474, 247.08600585747973
0.1567005145471926, 251.7135372224491
0.1623915324943522, 256.4773029682466
0.1682892356931108, 261.33122462830795
0.1744011304970989, 266.3284803330491
0.18073499587419686, 271.2115312715363
0.18729889330728464, 275.544272124096
0.19410117705456523, 279.8380336925424
0.20115050478252006, 284.52848077671246
0.2084558485850304, 289.0739666068992
0.21602650640268864, 293.69206886330807
0.223872113856834, 297.6351441631316
0.2320026565133744, 301.048718844887
0.24042848259200325, 304.560304543979
0.2491603161369873, 307.99376799051356
0.2582092706662878, 311.5261456319614
0.26758686331638887, 315.0381385532608
0.277305029500834, 317.2992046316687
0.2873761381011288, 319.32951881256776
0.2978130072093433, 321.2486163873796
0.30862892044245194, 323.24171852037404
0.3198376438491737, 325.3729403946062
0.33145344343083155, 327.26509653212355
0.34349110329853155, 329.4865237681474
0.3559659444897699, 331.53073582017134
0.36889384446841844, 334.4268849447033
0.4118970982150999, 342.274238611865
0.4268562946484919, 347.8766936049769
0.4423587761861066, 353.6391973657495
0.4584242737477019, 359.6361523070299
0.4750732348366332, 365.5934490109371
0.49232684956459355, 371.9368728289524
0.5102070776215141, 384.36104047810585
0.5287366762249531, 399.43287005892876
0.5479392290845448, 414.05401146476294
0.5678391764183731, 429.2933233880519
0.5884618460594737, 445.1795576768337
0.6464923352317284, 512.9377179157074
0.6656400378471785, 537.6271269271311
0.6853548539386427, 563.5049198222947
0.7056535801788674, 590.9074178880861
0.7265535107216625, 619.496099038419
0.7456503246236443, 647.4982856182813
0.7627713390984185, 679.1227696999097
0.7790212344563301, 711.3909582635638
0.79561731363842, 745.720663452266
0.8125669516608036, 780.8764637272163
0.8298776806551467, 818.8494521328103
0.8489326549689583, 860.4094744726675
0.868425154058486, 905.4528683051662
0.8883652240107086, 951.6973910993604
0.9087631415826625, 1000.9116084137623
0.9311380725083862, 1047.8857698881695
0.9556122099605342, 1097.772798737779
0.9807296283843355, 1148.81291023301
1.0081406503468062, 1205.745836639583
1.0363177999996016, 1265.50024779824
1.063556493196812, 1325.7473178370237
1.0915111312587078, 1387.018261801692
1.1220184543019642, 1449.7075275386158
1.170334099757356, 1458.8898287383624
1.2128380595250574, 1463.1256538320197
1.256885669602792, 1465.1065788725257
1.3025329919737914, 1469.3604540380259
1.3498381246691766, 1469.6444844643904
1.398861275712749, 1478.7625052349354
1.4496648397512706, 1492.8342275774417
1.5023134774678115, 1507.3311686338693
1.5568741978791918, 1521.6747468677868
1.6134164436223084, 1536.451758745519
1.6665984973394812, 1548.4763831466105

