# R [h^-1 Mpc], S [keV h^-2 cm^2]
0.021602650640268874, 347.54066206129767
0.022387211385683413, 333.0078425270195
0.023200265651337454, 318.4665915532779
0.024042848259200337, 304.6780602024425
0.024916031613698732, 291.3738686075044
0.025820927066628776, 281.0305042268024
0.026758686331638883, 281.5197964490719
0.0277305029500834, 283.21166621618903
0.028737613810112878, 285.18918226754585
0.029781300720934344, 287.06951326666643
0.030862892044245194, 288.9622418070897
0.03198376438491738, 290.9799110614818
0.03314534434308316, 292.84181500312786
0.034349110329853175, 295.0005886407969
0.03559659444897701, 297.00300915307866
0.036889384446841866, 298.9612319738122
0.03822912573329066, 299.1346349691304
0.03961752347583191, 296.658774295449
0.04105634476990667, 294.14654654760056
0.0425474208879748, 291.655593371091
0.04409264961028314, 289.18573460415513
0.04569399764028186, 287.2360188471269
0.04735350310776388, 287.06951326666643
0.04907327816291211, 286.84765595907857
0.05085551166455757, 286.4598181644131
0.052702471966068344, 286.4598181644131
0.05461650980241659, 285.9066736410082
0.056600061282097, 285.2443099285707
0.05865565098770536, 283.92418246858807
0.060785895189123244, 282.6647937677751
0.06299350517339852, 281.4109912762306
0.06528129069555988, 280.1086046406557
0.067652163554757, 279.243697231575
0.070109141300279, 279.243697231575
0.07265535107216625, 279.243697231575
0.07529403358130603, 279.243697231575
0.0780285472340751, 279.243697231575
0.0808623724067817, 279.3516644385573
0.08379911587534444, 279.8380336925424
0.0868425154058486, 280.3252497467486
0.08999644451182047, 281.0305042268024
0.09326491738427596, 281.4109912762306
0.0966520940008174, 282.22805622177844
0.10016228542028172, 281.6830830920368
0.10379995926967846, 280.9218881615315
0.10756974543040143, 280.00034488227715
0.11147644193095074, 279.3516644385573
0.11552502105366615, 278.59676972331647
0.11972063566324288, 278.65062305731004
0.12406862576508564, 280.1627502154776
0.12857452530184735, 281.57421481020026
0.13324406919680348, 282.93809786528726
0.13808320065302598, 284.3085872674406
0.14309807871764735, 286.1278031622636
0.14829508612084202, 288.79473556606786
0.1536808373995024, 291.7119710028077
0.1592621873159487, 294.6017275194088
0.1650462395823884, 297.5201105359659
0.17104035590222783, 300.4674036322541
0.1772521653397455, 303.03361614635133
0.18368957403005057, 305.4445825443507
0.19036077524168585, 307.815229514304
0.19727425980468238, 310.3841999528984
0.20443882691733817, 312.7931847743365
0.2118635953454751, 315.0990360795067
0.21955801502842848, 317.2992046316687
0.22753187910654032, 319.70006019199053
0.23579533638546504, 321.93235524217675
0.244358904253151, 324.117584616376
0.2532334820659387, 326.6331583531207
0.262430365020812, 329.23188511906943
0.27196125853146014, 331.9795951061551
0.2818382931264455, 334.620858668927
0.29207403988844066, 337.4135440581907
0.30268152645418456, 340.16378233113164
0.31367425359552153, 342.9364376370908
0.3250662124026278, 345.66487495802886
0.33687190209129425, 348.54973171715926
0.34910634845693106, 351.390740411305
0.3617851229987809, 354.2549060029196
0.37492436273868185, 357.4877325707256
0.3885407907596031, 361.1686656291895
0.40265173749009725, 364.8169801593987
0.4172751627617544, 368.787159375885
0.4289378456458218, 373.6662221042858
0.44959026763494253, 375.98453541775336
0.4659183970566755, 384.8814266853222
0.4828395282171145, 392.6204990176873
0.5003751976348053, 400.36039018631766
0.518547723987267, 408.48965519198816
0.537380236517285, 416.9451298453705
0.5568967044708579, 430.2901822543164
0.5771219676042677, 445.1795576768337
0.5980817677990957, 460.5841516881443
0.6198027818254311, 476.70603555923617
0.6423126552949634, 493.2968804088424
0.6634848122245312, 513.5439457556074
0.6831357952014436, 538.0082814289949
0.7033687977285311, 563.5049198222947
0.724201057964169, 589.9310731968759
0.7456503246236443, 617.7424240172813
0.7677348721007459, 646.7121019541034
0.7891927712315969, 676.9603775992875
0.8086237240678166, 713.3743737236715
0.827190682368812, 750.7203163463294
0.8461839600199457, 790.0213606403505
0.8642108575959873, 828.7746181014514
0.8826217958198916, 869.0768303282124
0.9028878374790444, 914.5739698886133
0.9221227406891038, 959.3883928040095
0.9417674196056702, 1006.0931089347177
0.9649549587977603, 1058.5220462361754
0.9903179430790581, 1112.1619988490186
1.0163475708816814, 1167.5888402277278
1.0430613643386564, 1226.4297004385676
1.070477306136718, 1288.578269992149
1.0986138516215547, 1353.5164153760545
1.125663154040737, 1416.7698328364834
1.159002858386986, 1479.3342562146825
1.2010952923968496, 1492.5457153919215
1.2447164310065815, 1496.879258933145
1.289921793404095, 1501.8058207968631
1.336768915112072, 1507.039854701129
1.3853174212167954, 1511.9998573405976
1.4356291022565106, 1523.1460300009153
1.4877679928658685, 1536.7487580603745
1.5418004532765797, 1550.4729677158282
1.5977952537779734, 1564.3197438804
1.6558236622449927, 1578.5952679249924
1.6883589669589307, 1582.8726801377911

