# Number of cores: 28
# Iteration | Time | TimeStep | NumPartUpdates | ElapsedTicks (cycle.h)
1 0 0 65506 1.58176e+10
2 1e-08 1e-08 65506 1.23058e+10
3 2e-08 1e-08 65506 1.2439e+10
4 3e-08 1e-08 65506 1.2444e+10
5 4e-08 1e-08 65506 1.25249e+10
6 5e-08 1e-08 65506 1.20451e+10
7 6e-08 1e-08 65506 1.21297e+10
8 7e-08 1e-08 65506 1.24129e+10
9 8e-08 1e-08 65506 1.20844e+10
10 9e-08 1e-08 66156 1.2294e+10
11 1e-07 1e-08 66156 1.21544e+10
12 1.1e-07 1e-08 66156 1.24029e+10
13 1.2e-07 1e-08 66156 1.20815e+10
14 1.3e-07 1e-08 66156 1.22045e+10
15 1.4e-07 1e-08 66156 1.24812e+10
16 1.5e-07 1e-08 66156 1.25336e+10
17 1.6e-07 1e-08 66156 1.24403e+10
18 1.7e-07 1e-08 66156 1.23697e+10
19 1.8e-07 1e-08 66156 1.20778e+10
20 1.9e-07 1e-08 66156 1.26333e+10
21 2e-07 1e-08 66156 1.19927e+10
22 2.1e-07 1e-08 66156 1.22045e+10
23 2.2e-07 1e-08 66156 1.22059e+10
24 2.3e-07 1e-08 66156 1.25131e+10
25 2.4e-07 1e-08 66156 1.21535e+10
26 2.5e-07 1e-08 66581 1.23352e+10
27 2.6e-07 1e-08 66581 1.21587e+10
28 2.7e-07 1e-08 66581 1.20806e+10
29 2.8e-07 1e-08 66581 1.26807e+10
30 2.9e-07 1e-08 66581 1.21306e+10
31 3e-07 1e-08 66581 1.24394e+10
32 3.1e-07 1e-08 66581 1.27266e+10
33 3.2e-07 1e-08 66581 1.24774e+10
34 3.3e-07 1e-08 66581 1.23145e+10
35 3.4e-07 1e-08 66581 1.24956e+10
36 3.5e-07 1e-08 66581 1.24323e+10
37 3.6e-07 1e-08 66581 1.23869e+10
38 3.7e-07 1e-08 66581 1.27255e+10
39 3.8e-07 1e-08 66581 1.2216e+10
40 3.9e-07 1e-08 66581 1.27786e+10
41 4e-07 1e-08 66581 1.29506e+10
42 4.1e-07 1e-08 66581 1.27448e+10
43 4.2e-07 1e-08 66581 1.24713e+10
