x [cm],Bx [g * s^-2 * A^-1]
0.0111801242236025,-0.117647058823529
0.022360248447205,-0.150980392156863
0.0285714285714286,-0.180392156862745
0.0347826086956522,-0.209803921568628
0.0397515527950311,-0.229411764705882
0.0459627329192547,-0.235294117647059
0.0521739130434783,-0.241176470588235
0.0546583850931677,-0.245098039215686
0.0608695652173913,-0.23921568627451
0.0658385093167702,-0.237254901960784
0.0708074534161491,-0.172549019607843
0.0732919254658386,-0.117647058823529
0.075776397515528,-0.0274509803921568
0.0770186335403727,0.0294117647058824
0.0795031055900622,0.117647058823529
0.0819875776397516,0.17843137254902
0.0844720496894411,0.231372549019608
0.0857142857142857,0.241176470588235
0.0894409937888199,0.231372549019608
0.0931677018633541,0.2
0.098136645962733,0.13921568627451
0.101863354037267,0.0882352941176471
0.105590062111801,0.0431372549019608
0.11055900621118,-0.00196078431372548
0.119254658385093,-0.0372549019607843
0.127950310559006,-0.0803921568627451
0.136645962732919,-0.12156862745098
0.146583850931677,-0.166666666666667
0.152795031055901,-0.196078431372549
0.162732919254658,-0.229411764705882
0.180124223602484,-0.256862745098039
0.198757763975155,-0.280392156862745
0.208695652173913,-0.290196078431373
0.217391304347826,-0.3
0.22360248447205,-0.3
0.232298136645963,-0.294117647058824
0.248447204968944,-0.286274509803922
0.260869565217391,-0.284313725490196
0.26832298136646,-0.276470588235294
0.272049689440994,-0.243137254901961
0.273291925465839,-0.205882352941177
0.275776397515528,-0.192156862745098
0.279503105590062,-0.203921568627451
0.281987577639752,-0.235294117647059
0.284472049689441,-0.258823529411765
0.285714285714286,-0.264705882352941
0.291925465838509,-0.237254901960784
0.295652173913044,-0.225490196078431
0.303105590062112,-0.225490196078431
0.316770186335404,-0.215686274509804
0.335403726708075,-0.207843137254902
0.356521739130435,-0.207843137254902
0.372670807453416,-0.207843137254902
0.413664596273292,-0.201960784313726
0.467080745341615,-0.192156862745098
0.479503105590062,-0.182352941176471
0.490683229813665,-0.170588235294118
0.53167701863354,-0.115686274509804
0.554037267080745,-0.0764705882352941
0.571428571428572,-0.0372549019607843
0.582608695652174,0.00196078431372548
0.597515527950311,0.0372549019607844
0.614906832298137,0.0549019607843138
0.627329192546584,0.0607843137254902
0.643478260869565,0.0529411764705883
0.653416149068323,0.0529411764705883
0.664596273291926,0.0490196078431373
0.673291925465839,0.0450980392156863
0.683229813664596,0.0372549019607844
0.688198757763975,0.0274509803921569
0.694409937888199,0.0372549019607844
0.699378881987578,0.0196078431372549
0.703105590062112,0.00196078431372548
0.706832298136646,-0.00392156862745097
0.722981366459627,5.55111512312578E-17
0.73416149068323,-0.00196078431372548
0.740372670807453,5.55111512312578E-17
0.750310559006211,-0.00392156862745097
0.770186335403727,-0.011764705882353
0.780124223602485,-0.0176470588235294
0.787577639751553,-0.0333333333333333
0.796273291925466,-0.0607843137254902
0.802484472049689,-0.0862745098039216
0.818633540372671,-0.141176470588235
0.836024844720497,-0.16078431372549
0.854658385093168,-0.170588235294118
0.874534161490683,-0.172549019607843
0.894409937888199,-0.174509803921569
0.906832298136646,-0.168627450980392
0.922981366459627,-0.166666666666667
0.930434782608696,-0.174509803921569
0.939130434782609,-0.188235294117647
0.949068322981367,-0.192156862745098
0.960248447204969,-0.168627450980392
0.966459627329192,-0.125490196078431
0.972670807453416,-0.0764705882352941
0.97639751552795,-0.0470588235294118
0.980124223602484,-0.0392156862745098
0.983850931677019,-0.0450980392156862
0.987577639751553,-0.0666666666666667
0.992546583850932,-0.0784313725490196
