0 0.000e+00 1.667e-02 0.000e+00 nan 0.000e+00 nan nan nan nan
1 1.667e-02 3.333e-02 0.000e+00 nan 0.000e+00 nan nan nan nan
2 3.333e-02 5.000e-02 0.000e+00 nan 0.000e+00 nan nan nan nan
3 5.000e-02 6.667e-02 0.000e+00 nan 0.000e+00 nan nan nan nan
4 6.667e-02 8.333e-02 0.000e+00 nan 0.000e+00 nan nan nan nan
5 8.333e-02 1.000e-01 0.000e+00 nan 0.000e+00 nan nan nan nan
6 1.000e-01 1.167e-01 0.000e+00 nan 0.000e+00 nan nan nan nan
7 1.167e-01 1.333e-01 0.000e+00 nan 0.000e+00 nan nan nan nan
8 1.333e-01 1.500e-01 0.000e+00 nan 0.000e+00 nan nan nan nan
9 1.500e-01 1.667e-01 0.000e+00 nan 0.000e+00 nan nan nan nan
10 1.667e-01 1.833e-01 0.000e+00 nan 0.000e+00 nan nan nan nan
11 1.833e-01 2.000e-01 0.000e+00 nan 0.000e+00 nan nan nan nan
12 2.000e-01 2.167e-01 0.000e+00 nan 0.000e+00 nan nan nan nan
13 2.167e-01 2.333e-01 0.000e+00 nan 0.000e+00 nan nan nan nan
14 2.333e-01 2.500e-01 1.090e+02 2.043e+00 1.039e-01 3.411e-01 4.103e+02 3.441e-02 9.410e+00
15 2.500e-01 2.667e-01 0.000e+00 nan 0.000e+00 nan nan nan nan
16 2.667e-01 2.833e-01 0.000e+00 nan 0.000e+00 nan nan nan nan
17 2.833e-01 3.000e-01 0.000e+00 nan 0.000e+00 nan nan nan nan
18 3.000e-01 3.167e-01 1.339e+02 4.119e-01 1.277e-01 3.364e-01 4.244e+02 3.588e-02 1.015e+01
19 3.167e-01 3.333e-01 0.000e+00 nan 0.000e+00 nan nan nan nan
20 3.333e-01 3.500e-01 0.000e+00 nan 0.000e+00 nan nan nan nan
21 3.500e-01 3.667e-01 1.487e+02 1.804e+00 1.418e-01 3.329e-01 4.225e+02 3.702e-02 1.043e+01
22 3.667e-01 3.833e-01 0.000e+00 nan 0.000e+00 nan nan nan nan
23 3.833e-01 4.000e-01 4.149e+01 1.956e+00 3.957e-02 3.305e-01 4.252e+02 3.783e-02 1.072e+01
