# Number of cores: 12
# Iteration | Time | TimeStep | NumPartUpdates | ElapsedTicks (cycle.h)
1 0 0 154096 3.07545e+10
2 1e-08 1e-08 154096 2.71141e+10
3 2e-08 1e-08 154096 2.74411e+10
4 3e-08 1e-08 154095 2.75219e+10
5 4e-08 1e-08 154096 2.77617e+10
6 5e-08 1e-08 154095 2.66256e+10
7 6e-08 1e-08 154096 2.68087e+10
8 7e-08 1e-08 154095 2.75431e+10
9 8e-08 1e-08 154095 2.67407e+10
10 9e-08 1e-08 154095 2.72262e+10
11 1e-07 1e-08 154095 2.72261e+10
12 1.1e-07 1e-08 154095 2.7244e+10
13 1.2e-07 1e-08 154095 2.68188e+10
14 1.3e-07 1e-08 154095 2.70225e+10
15 1.4e-07 1e-08 154095 2.80954e+10
16 1.5e-07 1e-08 154095 2.78653e+10
17 1.6e-07 1e-08 154094 2.753e+10
18 1.7e-07 1e-08 154094 2.75872e+10
19 1.8e-07 1e-08 154094 2.67734e+10
20 1.9e-07 1e-08 154094 2.75236e+10
21 2e-07 1e-08 154094 2.69032e+10
22 2.1e-07 1e-08 154094 2.72025e+10
23 2.2e-07 1e-08 154094 2.68856e+10
24 2.3e-07 1e-08 157147 2.79153e+10
25 2.4e-07 1e-08 157147 2.69219e+10
26 2.5e-07 1e-08 157147 2.72599e+10
27 2.6e-07 1e-08 157147 2.68186e+10
28 2.7e-07 1e-08 157146 2.68303e+10
29 2.8e-07 1e-08 157146 2.82462e+10
30 2.9e-07 1e-08 157146 2.72113e+10
31 3e-07 1e-08 157146 2.75519e+10
32 3.1e-07 1e-08 157146 2.80003e+10
33 3.2e-07 1e-08 157146 2.76102e+10
34 3.3e-07 1e-08 157146 2.74423e+10
35 3.4e-07 1e-08 157146 2.7725e+10
36 3.5e-07 1e-08 157146 2.7566e+10
37 3.6e-07 1e-08 157146 2.77505e+10
38 3.7e-07 1e-08 157146 2.82203e+10
39 3.8e-07 1e-08 157146 2.75133e+10
40 3.9e-07 1e-08 157146 2.80729e+10
41 4e-07 1e-08 157145 2.81576e+10
42 4.1e-07 1e-08 157146 2.78929e+10
43 4.2e-07 1e-08 157145 2.78751e+10
44 4.3e-07 1e-08 157146 2.86631e+10
45 4.4e-07 1e-08 157146 2.75217e+10
46 4.5e-07 1e-08 157146 2.76579e+10
47 4.6e-07 1e-08 157146 2.84667e+10
48 4.7e-07 1e-08 157146 2.84764e+10
49 4.8e-07 1e-08 157147 2.73532e+10
50 4.9e-07 1e-08 157147 2.97871e+10
51 5e-07 1e-08 157147 2.80358e+10
52 5.1e-07 1e-08 157147 2.72602e+10
53 5.2e-07 1e-08 157147 2.74267e+10
54 5.3e-07 1e-08 157146 2.81481e+10
55 5.4e-07 1e-08 157146 2.84634e+10
56 5.5e-07 1e-08 157146 2.76116e+10
57 5.6e-07 1e-08 157146 2.71905e+10
58 5.7e-07 1e-08 157146 2.72313e+10
59 5.8e-07 1e-08 157146 2.77873e+10
60 5.9e-07 1e-08 157147 2.73695e+10
61 6e-07 1e-08 157147 2.77039e+10
62 6.1e-07 1e-08 157147 2.86264e+10
63 6.2e-07 1e-08 157147 2.88342e+10
64 6.3e-07 1e-08 157147 2.78975e+10
65 6.4e-07 1e-08 157147 2.7108e+10
66 6.5e-07 1e-08 157147 2.77108e+10
67 6.6e-07 1e-08 157147 2.7234e+10
68 6.7e-07 1e-08 157147 2.76306e+10
69 6.8e-07 1e-08 157146 2.72711e+10
70 6.9e-07 1e-08 157146 2.7602e+10
71 7e-07 1e-08 157146 2.73135e+10
72 7.1e-07 1e-08 157146 2.6744e+10
73 7.2e-07 1e-08 157146 2.80372e+10
74 7.3e-07 1e-08 157146 2.79373e+10
75 7.4e-07 1e-08 157146 2.78683e+10
76 7.5e-07 1e-08 157146 2.77187e+10
77 7.6e-07 1e-08 157147 2.71282e+10
78 7.7e-07 1e-08 157147 2.77776e+10
79 7.8e-07 1e-08 157147 2.77567e+10
80 7.9e-07 1e-08 157147 2.70754e+10
81 8e-07 1e-08 164423 2.76758e+10
82 8.1e-07 1e-08 164422 2.67238e+10
83 8.2e-07 1e-08 164422 2.83461e+10
84 8.3e-07 1e-08 164421 2.86165e+10
85 8.4e-07 1e-08 164421 2.87404e+10
86 8.5e-07 1e-08 164421 2.78144e+10
87 8.6e-07 1e-08 164422 2.74037e+10
88 8.7e-07 1e-08 164422 2.8853e+10
89 8.8e-07 1e-08 164421 2.78875e+10
90 8.9e-07 1e-08 164421 2.8094e+10
91 9e-07 1e-08 164421 2.85593e+10
92 9.1e-07 1e-08 164421 2.8069e+10
93 9.2e-07 1e-08 164421 2.84745e+10
94 9.3e-07 1e-08 164421 2.86802e+10
95 9.4e-07 1e-08 164421 2.80492e+10
96 9.5e-07 1e-08 164421 2.85892e+10
97 9.6e-07 1e-08 164421 2.79943e+10
98 9.7e-07 1e-08 164422 2.8541e+10
99 9.8e-07 1e-08 164421 2.7891e+10
100 9.9e-07 1e-08 164421 2.83376e+10
101 1e-06 1e-08 164421 2.7664e+10
102 1.01e-06 1e-08 164421 2.8302e+10
103 1.02e-06 1e-08 164421 2.8373e+10
104 1.03e-06 1e-08 164421 2.83321e+10
105 1.04e-06 1e-08 164421 2.71885e+10
106 1.05e-06 1e-08 164420 2.82815e+10
107 1.06e-06 1e-08 164421 2.89502e+10
108 1.07e-06 1e-08 164421 2.94609e+10
109 1.08e-06 1e-08 164421 2.94283e+10
110 1.09e-06 1e-08 164421 2.88681e+10
111 1.1e-06 1e-08 164421 2.95043e+10
112 1.11e-06 1e-08 164421 2.88186e+10
113 1.12e-06 1e-08 164421 2.91397e+10
114 1.13e-06 1e-08 164419 2.88582e+10
115 1.14e-06 1e-08 164419 2.85665e+10
116 1.15e-06 1e-08 164419 2.88129e+10
117 1.16e-06 1e-08 164419 2.92116e+10
118 1.17e-06 1e-08 164419 2.97134e+10
119 1.18e-06 1e-08 164419 2.91473e+10
120 1.19e-06 1e-08 164419 3.03704e+10
121 1.2e-06 1e-08 164419 2.91227e+10
122 1.21e-06 1e-08 164419 2.91441e+10
123 1.22e-06 1e-08 164420 2.96588e+10
124 1.23e-06 1e-08 164420 2.9943e+10
125 1.24e-06 1e-08 164420 3.04e+10
126 1.25e-06 1e-08 164420 3.04659e+10
127 1.26e-06 1e-08 164420 2.98087e+10
128 1.27e-06 1e-08 164420 2.9459e+10
129 1.28e-06 1e-08 164420 3.0127e+10
130 1.29e-06 1e-08 164419 2.94503e+10
131 1.3e-06 1e-08 164419 2.92551e+10
132 1.31e-06 1e-08 164418 2.9372e+10
133 1.32e-06 1e-08 164420 2.98452e+10
134 1.33e-06 1e-08 164420 3.09848e+10
135 1.34e-06 1e-08 164420 2.95934e+10
136 1.35e-06 1e-08 164418 3.05561e+10
137 1.36e-06 1e-08 166996 2.96436e+10
138 1.37e-06 1e-08 166996 3.07222e+10
139 1.38e-06 1e-08 166996 2.98558e+10
140 1.39e-06 1e-08 166995 3.06505e+10
141 1.4e-06 1e-08 166995 2.96185e+10
142 1.41e-06 1e-08 166996 3.0952e+10
143 1.42e-06 1e-08 166996 2.95868e+10
144 1.43e-06 1e-08 166996 3.03472e+10
145 1.44e-06 1e-08 166996 2.9709e+10
146 1.45e-06 1e-08 166996 2.9813e+10
147 1.46e-06 1e-08 166996 3.07207e+10
148 1.47e-06 1e-08 166996 3.03985e+10
149 1.48e-06 1e-08 166995 3.01001e+10
150 1.49e-06 1e-08 166995 3.03533e+10
151 1.5e-06 1e-08 166995 2.99288e+10
152 1.51e-06 1e-08 166995 3.01061e+10
153 1.52e-06 1e-08 166995 2.90866e+10
154 1.53e-06 1e-08 166995 2.90597e+10
155 1.54e-06 1e-08 166994 2.97819e+10
156 1.55e-06 1e-08 166994 2.89677e+10
157 1.56e-06 1e-08 166994 2.90725e+10
158 1.57e-06 1e-08 166994 2.91639e+10
159 1.58e-06 1e-08 166994 2.96543e+10
160 1.59e-06 1e-08 166994 3.11788e+10
161 1.6e-06 1e-08 166994 2.97471e+10
162 1.61e-06 1e-08 166995 3.00559e+10
163 1.62e-06 1e-08 169178 2.90591e+10
164 1.63e-06 1e-08 169178 2.92423e+10
165 1.64e-06 1e-08 169179 3.10406e+10
166 1.65e-06 1e-08 169179 2.97154e+10
167 1.66e-06 1e-08 169179 3.05868e+10
168 1.67e-06 1e-08 169179 2.9381e+10
169 1.68e-06 1e-08 169180 3.08577e+10
170 1.69e-06 1e-08 169181 2.93225e+10
171 1.7e-06 1e-08 169181 3.07178e+10
172 1.71e-06 1e-08 169179 2.93395e+10
173 1.72e-06 1e-08 169179 2.91715e+10
174 1.73e-06 1e-08 169179 3.05986e+10
175 1.74e-06 1e-08 169179 3.00846e+10
176 1.75e-06 1e-08 169180 2.9471e+10
177 1.76e-06 1e-08 169179 2.96931e+10
178 1.77e-06 1e-08 169179 2.96396e+10
179 1.78e-06 1e-08 169179 3.05836e+10
180 1.79e-06 1e-08 169179 3.04296e+10
181 1.8e-06 1e-08 169178 2.94333e+10
182 1.81e-06 1e-08 169178 2.97901e+10
183 1.82e-06 1e-08 169178 3.08772e+10
