0 0.000e+00 2.000e-03 7.639e+10 -6.130e-01 0.000e+00 1.136e-02 1.066e+00 5.952e-01 4.230e-01
1 2.000e-03 4.000e-03 1.075e+10 -6.153e-01 0.000e+00 1.136e-02 1.066e+00 5.953e-01 4.230e-01
2 4.000e-03 6.000e-03 4.213e+09 -6.127e-01 0.000e+00 1.135e-02 1.066e+00 5.956e-01 4.234e-01
3 6.000e-03 8.000e-03 2.220e+09 -6.146e-01 0.000e+00 1.136e-02 1.066e+00 5.954e-01 4.231e-01
4 8.000e-03 1.000e-02 1.312e+09 -6.119e-01 0.000e+00 1.136e-02 1.066e+00 5.952e-01 4.228e-01
5 1.000e-02 1.200e-02 8.185e+08 -6.098e-01 0.000e+00 1.136e-02 1.065e+00 5.945e-01 4.221e-01
6 1.200e-02 1.400e-02 5.928e+08 -6.120e-01 0.000e+00 1.136e-02 1.064e+00 5.941e-01 4.215e-01
7 1.400e-02 1.600e-02 4.492e+08 -6.132e-01 0.000e+00 1.137e-02 1.063e+00 5.935e-01 4.208e-01
8 1.600e-02 1.800e-02 3.660e+08 -6.154e-01 0.000e+00 1.137e-02 1.063e+00 5.931e-01 4.202e-01
9 1.800e-02 2.000e-02 2.749e+08 -6.168e-01 0.000e+00 1.138e-02 1.062e+00 5.923e-01 4.193e-01
10 2.000e-02 2.200e-02 2.399e+08 -6.176e-01 0.000e+00 1.137e-02 1.062e+00 5.924e-01 4.194e-01
11 2.200e-02 2.400e-02 2.004e+08 -6.211e-01 0.000e+00 1.137e-02 1.062e+00 5.925e-01 4.195e-01
12 2.400e-02 2.600e-02 1.592e+08 -6.220e-01 0.000e+00 1.137e-02 1.062e+00 5.925e-01 4.196e-01
13 2.600e-02 2.800e-02 1.452e+08 -6.237e-01 0.000e+00 1.137e-02 1.063e+00 5.929e-01 4.200e-01
14 2.800e-02 3.000e-02 1.249e+08 -6.223e-01 0.000e+00 1.137e-02 1.063e+00 5.930e-01 4.202e-01
15 3.000e-02 3.200e-02 1.079e+08 -6.212e-01 0.000e+00 1.137e-02 1.063e+00 5.934e-01 4.206e-01
16 3.200e-02 3.400e-02 8.825e+07 -6.178e-01 0.000e+00 1.136e-02 1.064e+00 5.942e-01 4.215e-01
17 3.400e-02 3.600e-02 8.642e+07 -6.128e-01 0.000e+00 1.136e-02 1.065e+00 5.952e-01 4.227e-01
18 3.600e-02 3.800e-02 8.105e+07 -6.095e-01 0.000e+00 1.135e-02 1.067e+00 5.970e-01 4.248e-01
19 3.800e-02 4.000e-02 6.835e+07 -6.081e-01 0.000e+00 1.133e-02 1.069e+00 5.987e-01 4.269e-01
20 4.000e-02 4.200e-02 5.995e+07 -6.063e-01 0.000e+00 1.132e-02 1.072e+00 6.010e-01 4.297e-01
21 4.200e-02 4.400e-02 5.382e+07 -6.064e-01 0.000e+00 1.130e-02 1.075e+00 6.039e-01 4.329e-01
22 4.400e-02 4.600e-02 5.302e+07 -5.984e-01 0.000e+00 1.128e-02 1.079e+00 6.072e-01 4.370e-01
23 4.600e-02 4.800e-02 5.023e+07 -5.913e-01 0.000e+00 1.126e-02 1.084e+00 6.109e-01 4.414e-01
24 4.800e-02 5.000e-02 4.410e+07 -5.847e-01 0.000e+00 1.124e-02 1.088e+00 6.142e-01 4.453e-01
25 5.000e-02 5.200e-02 4.283e+07 -5.736e-01 0.000e+00 1.121e-02 1.092e+00 6.182e-01 4.502e-01
26 5.200e-02 5.400e-02 3.799e+07 -5.660e-01 0.000e+00 1.119e-02 1.097e+00 6.220e-01 4.549e-01
27 5.400e-02 5.600e-02 3.451e+07 -5.596e-01 0.000e+00 1.116e-02 1.102e+00 6.265e-01 4.603e-01
28 5.600e-02 5.800e-02 3.252e+07 -5.544e-01 0.000e+00 1.114e-02 1.108e+00 6.314e-01 4.663e-01
29 5.800e-02 6.000e-02 3.389e+07 -5.458e-01 0.000e+00 1.110e-02 1.114e+00 6.367e-01 4.729e-01
30 6.000e-02 6.200e-02 3.034e+07 -5.336e-01 0.000e+00 1.107e-02 1.120e+00 6.421e-01 4.795e-01
31 6.200e-02 6.400e-02 2.828e+07 -5.239e-01 0.000e+00 1.104e-02 1.126e+00 6.475e-01 4.863e-01
32 6.400e-02 6.600e-02 2.858e+07 -5.114e-01 0.000e+00 1.101e-02 1.133e+00 6.532e-01 4.933e-01
33 6.600e-02 6.800e-02 2.449e+07 -5.010e-01 0.000e+00 1.098e-02 1.139e+00 6.586e-01 5.003e-01
34 6.800e-02 7.000e-02 2.220e+07 -4.929e-01 0.000e+00 1.095e-02 1.146e+00 6.647e-01 5.080e-01
35 7.000e-02 7.200e-02 2.311e+07 -4.856e-01 0.000e+00 1.091e-02 1.154e+00 6.710e-01 5.160e-01
36 7.200e-02 7.400e-02 2.433e+07 -4.754e-01 0.000e+00 1.088e-02 1.161e+00 6.773e-01 5.241e-01
37 7.400e-02 7.600e-02 2.113e+07 -4.628e-01 0.000e+00 1.084e-02 1.169e+00 6.842e-01 5.330e-01
38 7.600e-02 7.800e-02 2.126e+07 -4.495e-01 0.000e+00 1.081e-02 1.176e+00 6.904e-01 5.411e-01
39 7.800e-02 8.000e-02 1.897e+07 -4.379e-01 0.000e+00 1.078e-02 1.183e+00 6.968e-01 5.494e-01
40 8.000e-02 8.200e-02 1.704e+07 -4.278e-01 0.000e+00 1.074e-02 1.190e+00 7.032e-01 5.579e-01
41 8.200e-02 8.400e-02 1.796e+07 -4.191e-01 0.000e+00 1.071e-02 1.198e+00 7.098e-01 5.667e-01
42 8.400e-02 8.600e-02 1.841e+07 -4.080e-01 0.000e+00 1.068e-02 1.205e+00 7.166e-01 5.758e-01
43 8.600e-02 8.800e-02 1.643e+07 -3.971e-01 0.000e+00 1.064e-02 1.213e+00 7.234e-01 5.848e-01
44 8.800e-02 9.000e-02 1.640e+07 -3.854e-01 0.000e+00 1.061e-02 1.220e+00 7.302e-01 5.940e-01
45 9.000e-02 9.200e-02 1.602e+07 -3.736e-01 0.000e+00 1.058e-02 1.228e+00 7.369e-01 6.032e-01
