0.000000000000000000e+00 0.000000000000000000e+00
4.184905462879753672e-03 2.403749414931401319e-11
4.103708036129664061e-01 2.206109300993653807e-02
4.565467538828280603e-01 3.573114816933243426e-02
4.859290875856991931e-01 4.742122590295995421e-02
5.079150622685486560e-01 5.800790884268340608e-02
5.256508283431817752e-01 6.785768810261019746e-02
5.406003076155205811e-01 7.716832438980959774e-02
5.535708037802447024e-01 8.606191417345783468e-02
5.650574088024169495e-01 9.462052640976512108e-02
5.753868446719023755e-01 1.029026766061170439e-01
5.847866568624613404e-01 1.109519413014908584e-01
5.934220090099253664e-01 1.188018766679219407e-01
6.014167791088688153e-01 1.264790192443285277e-01
6.088663878724257517e-01 1.340048141010300453e-01
6.158459775930380520e-01 1.413969067031153604e-01
6.224158338084460063e-01 1.486700387912278654e-01
6.286250985524289847e-01 1.558366878748298490e-01
6.345143851814294411e-01 1.629075350855338500e-01
6.401176643202082239e-01 1.698918147984827820e-01
6.454636527615138508e-01 1.767975807752852346e-01
6.505768552365512880e-01 1.836319120807769489e-01
6.554783586075064727e-01 1.904010747145088722e-01
6.601864461567851228e-01 1.971106501233796937e-01
6.647170789483773934e-01 2.037656385688228211e-01
6.690842774843517304e-01 2.103705431407093540e-01
6.733004275527822990e-01 2.169294386913244999e-01
6.773765277196617252e-01 2.234460288868667099e-01
6.813223913898157624e-01 2.299236937996748387e-01
6.851468131313966925e-01 2.363655298992813347e-01
6.888577066209657929e-01 2.427743838824285294e-01
6.924622198526527717e-01 2.491528814693940996e-01
6.959668319837633010e-01 2.555034520571904944e-01
6.993774352357787771e-01 2.618283499391858560e-01
7.026994045472002570e-01 2.681296726609401215e-01
7.059376571219654339e-01 2.744093769732098287e-01
7.090967035905068050e-01 2.806692927575727414e-01
7.121806921684530334e-01 2.869111352325190434e-01
7.151934469374872094e-01 2.931365156938732786e-01
7.181385011670325946e-01 2.993469510001713907e-01
7.210191264316682114e-01 3.055438719786116031e-01
7.238383581480032358e-01 3.117286308988089782e-01
7.265990180490585759e-01 3.179025081383421436e-01
7.293037340285419834e-01 3.240667181449803924e-01
7.319549577175933353e-01 3.302224147847331315e-01
7.345549800993880218e-01 3.363706961517683447e-01
7.371059454199088146e-01 3.425126089053043832e-01
7.396098636142400817e-01 3.486491521894967693e-01
7.420686214353867660e-01 3.547812811845854619e-01
7.444839924456108093e-01 3.609099103311328993e-01
7.468576460076489232e-01 3.670359162636331329e-01
7.491911553941457136e-01 3.731601404851287995e-01
7.514860051175601408e-01 3.792833918104540625e-01
7.537435975691899603e-01 3.854064486022914515e-01
7.559652590443779463e-01 3.915300608213118649e-01
7.581522452210787133e-01 3.976549519091197582e-01
7.603057461505275949e-01 4.037818205205057076e-01
7.624268908114743004e-01 4.099113421196760587e-01
7.645167512732213844e-01 4.160441704533908713e-01
7.665763465072885641e-01 4.221809389125805168e-01
7.686066458828821890e-01 4.283222617926881748e-01
7.706085723772704288e-01 4.344687354619328756e-01
7.725830055286598830e-01 4.406209394456976902e-01
7.745307841560818973e-01 4.467794374343810326e-01
7.764527088681121292e-01 4.529447782213338325e-01
7.783495443798912339e-01 4.591174965768248795e-01
7.802220216558439780e-01 4.652981140633560830e-01
7.820708398936718764e-01 4.714871397972086320e-01
7.838966683635971711e-01 4.776850711605388211e-01
7.857001481154011202e-01 4.838923944680185718e-01
7.874818935645616635e-01 4.901095855915724719e-01
7.892424939676675466e-01 4.963371105464966515e-01
7.909825147963028824e-01 5.025754260419128538e-01
7.927024990177129471e-01 5.088249799982441646e-01
7.944029682897768563e-01 5.150862120341889172e-01
7.960844240771099978e-01 5.213595539254446409e-01
7.977473486944913761e-01 5.276454300371984374e-01
7.993922062832548026e-01 5.339442577323338934e-01
8.010194437257608380e-01 5.402564477569996582e-01
8.026294915026368493e-01 5.465824046051915852e-01
8.042227644970469935e-01 5.529225268637524282e-01
8.057996627498870135e-01 5.592772075391510000e-01
8.073605721694824267e-01 5.656468343672854671e-01
8.089058651990429505e-01 5.720317901073985745e-01
8.104359014448805354e-01 5.784324528212008154e-01
8.119510282681356994e-01 5.848491961381578896e-01
8.134515813425389208e-01 5.912823895077973235e-01
8.149378851805361146e-01 5.977323984399398604e-01
8.164102536299104873e-01 6.041995847335331904e-01
8.178689903428802976e-01 6.106843066948786092e-01
8.193143892194909572e-01 6.171869193458505709e-01
8.207467348269787966e-01 6.237077746227536190e-01
8.221663027966650272e-01 6.302472215663996735e-01
8.235733601998111997e-01 6.368056065038821822e-01
8.249681659037723103e-01 6.433832732225978068e-01
8.263509709096745759e-01 6.499805631369606207e-01
8.277220186727685114e-01 6.565978154481949547e-01
8.290815454065147971e-01 6.632353672976943892e-01
8.304297803713857062e-01 6.698935539142240048e-01
8.317669461493066851e-01 6.765727087553976560e-01
8.330932589045879633e-01 6.832731636436992773e-01
8.344089286321360044e-01 6.899952488973859488e-01
8.357141593936943114e-01 6.967392934565698193e-01
8.370091495427934847e-01 7.035056250047004855e-01
8.382940919390643453e-01 7.102945700857502542e-01
8.395691741525074248e-01 7.171064542173315459e-01
8.408345786582862580e-01 7.239416019999203034e-01
8.420904830225705018e-01 7.308003372224858296e-01
8.433370600799132699e-01 7.376829829646232017e-01
8.445744781026317538e-01 7.445898616954620408e-01
8.458029009626194528e-01 7.515212953694592191e-01
8.470224882859910265e-01 7.584776055192783417e-01
8.482333956009457943e-01 7.654591133459216490e-01
8.494357744791973808e-01 7.724661398062064865e-01
8.506297726713119012e-01 7.794990056977818549e-01
8.518155342362647708e-01 7.865580317418068290e-01
8.529931996655090165e-01 7.936435386633583500e-01
8.541629060018417485e-01 8.007558472697895446e-01
8.553247869533181502e-01 8.078952785270349102e-01
8.564789730024683356e-01 8.150621536340654227e-01
8.576255915110484462e-01 8.222567940955205490e-01
8.587647668205358187e-01 8.294795217926508313e-01
8.598966203485906012e-01 8.367306590526728538e-01
8.610212706816594563e-01 8.440105287165637904e-01
8.621388336639209671e-01 8.513194542054354219e-01
8.632494224827368390e-01 8.586577595855570122e-01
8.643531477507773175e-01 8.660257696320368126e-01
8.654501175849758088e-01 8.734238098913456039e-01
8.665404376824550337e-01 8.808522067426269864e-01
8.676242113935670464e-01 8.883112874579569551e-01
8.687015397921830084e-01 8.958013802615421017e-01
8.697725217433441847e-01 9.033228143879517003e-01
