x [cm],Bx [g * s^-2 * A^-1]
0.0187311178247735,1.40526315789474
0.109365558912387,1.40526315789474
0.115407854984894,1.39473684210526
0.1202416918429,1.37368421052632
0.125075528700906,1.36842105263158
0.131117824773414,1.42631578947368
0.134743202416918,1.5
0.13595166163142,1.52105263157895
0.140785498489426,1.44736842105263
0.148036253776435,1.21052631578947
0.152870090634441,1.06842105263158
0.156495468277946,1.03684210526316
0.161329305135952,1.02631578947368
0.169788519637462,1.04210526315789
0.187915407854985,1.06315789473684
0.207250755287009,1.08421052631579
0.22416918429003,1.06842105263158
0.247129909365559,0.973684210526316
0.262839879154079,0.889473684210526
0.276132930513595,0.821052631578947
0.2797583081571,0.768421052631579
0.285800604229607,0.626315789473684
0.293051359516616,0.431578947368421
0.301510574018127,0.0736842105263158
0.302719033232628,0.00526315789473664
0.305135951661631,-0.0315789473684212
0.309969788519637,-0.036842105263158
0.318429003021148,0.0105263157894735
0.326888217522659,0.0526315789473684
0.335347432024169,0.0736842105263158
0.342598187311178,0.110526315789474
0.35226586102719,0.142105263157895
0.365558912386707,0.142105263157895
0.376435045317221,0.131578947368421
0.410271903323263,0.136842105263158
0.590332326283988,0.136842105263158
0.608459214501511,0.131578947368421
0.626586102719033,0.131578947368421
0.642296072507553,0.136842105263158
0.647129909365559,0.136842105263158
0.653172205438066,0.110526315789474
0.661631419939577,0.0684210526315789
0.668882175226586,0.0473684210526313
0.674924471299094,0.0315789473684209
0.683383685800604,-0.0315789473684212
0.68821752265861,-0.0526315789473686
0.693051359516616,-0.0263157894736845
0.697885196374622,0.126315789473684
0.701510574018127,0.268421052631579
0.706344410876133,0.494736842105263
0.713595166163142,0.678947368421053
0.722054380664652,0.836842105263158
0.736555891238671,0.921052631578947
0.758308157099698,1.03157894736842
0.771601208459214,1.07894736842105
0.787311178247734,1.1
0.805438066465257,1.07894736842105
0.822356495468278,1.06315789473684
0.835649546827794,1.04210526315789
0.841691842900302,1.03157894736842
0.84773413897281,1.08421052631579
0.853776435045317,1.27894736842105
0.857401812688822,1.40526315789474
0.859818731117825,1.46315789473684
0.861027190332326,1.5
0.863444108761329,1.52631578947368
0.867069486404834,1.47368421052632
0.868277945619335,1.40526315789474
0.87190332326284,1.37368421052632
0.875528700906344,1.36315789473684
0.88036253776435,1.38421052631579
0.885196374622356,1.40526315789474
0.906948640483384,1.40526315789474
0.983081570996979,1.40526315789474
