x [cm],Log10 (divB * h / B)
0.0646525679758308,-6.18260869565217
0.0670694864048338,-5.43478260869565
0.0743202416918429,-5.4
0.0803625377643504,-4.89565217391304
0.086404833836858,-5.38260869565217
0.091238670694864,-3.81739130434783
0.0948640483383686,-3.50434782608696
0.100906344410876,-4.18260869565217
0.103323262839879,-4.6695652173913
0.106948640483384,-3.22608695652174
0.108157099697885,-2.96521739130435
0.112990936555891,-3.08695652173913
0.117824773413897,-2.2695652173913
0.1202416918429,-1.93913043478261
0.127492447129909,-2.02608695652174
0.133534743202417,-1.59130434782609
0.137160120845921,-1.99130434782609
0.140785498489426,-1.69565217391304
0.144410876132931,-2.21739130434783
0.150453172205438,-2.72173913043478
0.152870090634441,-2.35652173913043
0.156495468277946,-2.91304347826087
0.158912386706949,-3.4
0.163746223564955,-2.89565217391304
0.166163141993958,-3.4695652173913
0.168580060422961,-3.36521739130435
0.172205438066465,-4.32173913043478
0.177039274924471,-3.74782608695652
0.179456193353474,-4.37391304347826
0.183081570996979,-3.88695652173913
0.185498489425982,-3.83478260869565
0.193957703927492,-4.82608695652174
0.198791540785498,-3.95652173913043
0.202416918429003,-3.74782608695652
0.206042296072508,-3.69565217391304
0.213293051359517,-4.1304347826087
0.218126888217523,-3.78260869565217
0.221752265861027,-3.67826086956522
0.22416918429003,-3.78260869565217
0.231419939577039,-3.4
0.235045317220544,-3.55652173913043
0.238670694864048,-3.4
0.244712990936556,-3.26086956521739
0.249546827794562,-3.52173913043478
0.251963746223565,-3.31304347826087
0.256797583081571,-4.33913043478261
0.260422960725076,-3.01739130434783
0.261631419939577,-2.91304347826087
0.267673716012085,-3.67826086956522
0.271299093655589,-3.01739130434783
0.273716012084592,-2.75652173913043
0.278549848942598,-3.26086956521739
0.280966767371601,-3.08695652173913
0.284592145015106,-3.71304347826087
0.28821752265861,-2.09565217391304
0.290634441087613,-1.8
0.294259818731118,-1.60869565217391
0.297885196374622,-1.62608695652174
0.302719033232628,-1.71304347826087
0.305135951661631,-1.67826086956522
0.311178247734139,-1.7304347826087
0.317220543806647,-1.74782608695652
