# R [h^-1 Mpc], kT [keV]
0.023571760518999674, 11.7465160158983
0.02427417836094951, 11.670187891689121
0.024997527640086278, 11.593859767479943
0.02574243209492653, 11.517531643270765
0.026509534050848896, 11.438772687080402
0.027299494973966353, 11.360013730890039
0.028112996041503385, 11.28222710749215
0.028950738729169836, 11.228262637509863
0.029813445416038028, 11.200551152924366
0.03070186000744467, 11.173812001131342
0.031616748576454703, 11.14512818375337
0.03255890002444023, 11.117902865564108
0.03352912676134405, 11.091163713771083
0.03452826540621455, 11.06296606278935
0.03555717750861585, 11.021641919109221
0.03661675029153537, 10.965246617145752
0.037707897416429347, 10.909337481578518
0.03883155977106613, 10.854400678803758
0.03998870628084644, 10.797519210444051
0.041180334744300266, 10.743554740461766
0.04240747269348094, 10.686673272102059
0.043671178279997926, 10.649724625988064
0.044972541187453106, 10.62590247257246
0.04631268357106623, 10.602080319156855
0.047692761025301046, 10.57874433213749
0.049113963580325215, 10.555408345118122
0.05057751672816446, 10.532072358098755
0.05208468247943459, 10.50825020468315
0.05363676045156391, 10.476163222531522
0.0552350889894429, 10.43678374443634
0.056881046319469185, 10.397890432737396
0.05857605173798106, 10.358510954642215
0.06032156683510627, 10.319131476547033
0.062119096755079574, 10.28023816484809
0.0639701914941172, 10.240858686752908
0.06587644723696665, 10.197103711091597
0.06783950773328443, 10.149945570656625
0.06986106571502887, 10.102787430221653
0.07194286435608972, 10.055629289786683
0.07408669877541368, 10.00895731574795
0.07629441758492166, 9.96179917531298
0.07856792448355247, 9.91464103487801
0.08090917989880797, 9.880609387141433
0.08332020267721445, 9.852411736159699
0.08580307182515849, 9.823727918781728
0.08835992830159839, 9.795044101403755
0.09099297686419607, 9.76684645042202
0.09370448797046334, 9.738162633044048
0.0964967997355592, 9.708020316477366
0.0993723199484293, 9.658431344061214
0.10233352814802307, 9.604466874078927
0.10538297776138171, 9.547099239322984
0.10852329830543826, 9.492162436548224
0.11175719765443, 9.435767134584754
0.11508746437487757, 9.379857999017522
0.11851697013014431, 9.32686586182771
0.12204867215664957, 9.30401604120458
0.12568561581387086, 9.290889548506186
0.12943093721033397, 9.278249222204028
0.13328786590785513, 9.265608895901874
0.13725972770636735, 9.25248240320348
0.14134994751173208, 9.23838357771261
0.14556205228900923, 9.225743251410455
0.14989967410373198, 9.205810429164746
0.15436655325380888, 9.1853914405228
0.15896654149475398, 9.165944784673327
0.16370360536102607, 9.146011962427618
0.16858182958634063, 9.125106807389434
0.17360542062590442, 9.105660151539963
0.1787787102836094, 9.08329649731307
0.18410615944731382, 9.04343085282165
0.18959236193543158, 9.00064820995281
0.1952420484581465, 8.957379400687737
0.20106009069666717, 8.914110591422661
0.20705150550404033, 8.871327948553823
0.21322145923114444, 8.828545305684983
0.2195752721815947, 8.781387165250012
0.2261184231993994, 8.709434538606965
0.23285655439332514, 8.633106414397785
0.23979547600204393, 8.557264456584845
0.24694117140425711, 8.481422498771902
0.2542998022781169, 8.40558054095896
0.26187771391439385, 8.32973858314602
0.2696814406879725, 8.250493460559419
0.27771771169239234, 8.161525010048084
0.2859934565422934, 8.069639561159327
0.29451581134876986, 7.976781779478097
0.30329212487278334, 7.885868663381814
0.3123299648619433, 7.793497048096819
0.3216371245761173, 7.702583932000536
0.33122162950749906, 7.609239983923071
0.3410917443009288, 7.510548205486998
0.3512559798804326, 7.412342593447162
0.3617231007881269, 7.313164648614854
0.3725021327418156, 7.214472870178782
0.38360237041779705, 7.114808758950237
0.3950333854655921, 7.016603146910402
0.4068050347615034, 6.922773032436698
0.4189274689081246, 6.847903407416229
0.43141114098712613, 6.78227094392426
0.4426391366046959, 6.7266656623546766
0.45921856937733685, 6.594173165220239
0.47239819753814777, 6.532381416258541
0.48647525055199764, 6.466262786370336
0.5009717874304928, 6.408408985218156
0.5145249837853954, 6.374971540854757
0.5427412930601848, 6.3510413504622125
0.5589145087816455, 6.313120371555742
0.5755696721826314, 6.2873535525551905
0.5927211448823655, 6.261100567158403
0.6103837164637591, 6.245543242478826
0.6285726172263562, 6.272282394271851
0.6473035313193026, 6.3019385444422955
0.6665926102656677, 6.33159469461274
0.6864564868897791, 6.3636816767643705
0.7069122896595774, 6.393337826934815
0.7279776574563634, 6.422993977105261
0.7496707547846697, 6.475499947898836
0.7709805600530688, 6.589894900933356
0.7918385228733045, 6.705408036679222
0.8132607730900733, 6.819851606353366
0.8352625768282906, 6.935899525135092
0.8578596132197389, 7.0530170099885385
0.8810679855764783, 7.167460579662683
0.9061128297044159, 7.286425496821829
0.9331141993259596, 7.294204159161619
0.9609201861403502, 7.235378025216965
0.9895547670360233, 7.176551891272312
1.0190426333917137, 7.1177257573276576
1.0494092123676415, 7.058899623383004
1.0777997314921062, 7.0083923366628476
1.117562184309672, 6.887005076142133
1.138424224089001, 6.752290682822991
1.152694677254384, 6.622160144096938
1.1676633986322162, 6.490692647781236
1.1842557462550283, 6.341526379564435
1.199253144232993, 6.203246766006224
1.2182543524937854, 6.041029245128543
1.235932118693666, 5.892308629441626
1.2515839455194286, 5.755365973473065
1.2684010212049035, 5.614985426559686
1.2884978223498615, 5.4527679056820055
1.3071948729336986, 5.304047289995088
1.3237491702686597, 5.165767676436877
1.3446730633428137, 5.0093436384476835
1.3636506832733684, 4.85626199443262
1.392620482339304, 4.727839790404454
1.4283884082969245, 4.611197668249551
1.4670317591890156, 4.490871485180941
1.5047108569802587, 4.3760713934828885
1.5412991303654127, 4.263172752579008
1.5787770774995773, 4.150274111675127
1.610703903524253, 4.051636351727526
1.6765075331554564, 3.8782775176027524

